#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20260527    14:05:20       0      2      1      0    100      0      0  10251   2670    186    194 
 20260527    14:05:21       0      2      1      0    100      0      0  10251   2670    199    193 
 20260527    14:05:22       0      2      1      1    100      0      0  10251   2670    331    212 
 20260527    14:05:23       0      2      1      0    100      0      0  10251   2670    191    216 
 20260527    14:05:24       0      2      1      0    100      0      0  10251   2670    203    215 
 20260527    14:05:25       0      2      1      1    100      0      0  10251   2670    202    192 
 20260527    14:05:26       0      1      1      0    100      0      0  10251   2670    180    233 
 20260527    14:05:27       0      2      1      0    100      0      0  10251   2670    168    233 
 20260527    14:05:28       0      2      2      1    100      0      0  10251   2670    111    240 
 20260527    14:05:29       0      2      1      0    100      0      0  10251   2670    172    235 
 20260527    14:05:30       0      2      1      0    100      0      0  10251   2670    215    193 
 20260527    14:05:32       0      2      1      0    100      0      0  10251   2670    217    196 
 20260527    14:05:33       0      2      1      0    100      0      0  10251   2670    176    214 
 20260527    14:05:34       0      2      1      0    100      0      0  10251   2670    190    213 
 20260527    14:05:35       0      2      1      1    100      0      0  10251   2670    203    203 
 20260527    14:05:36       0      2      1      0    100      0      0  10251   2670    216    243 
 20260527    14:05:37       0      2      1      1    100      0      0  10251   2670    183    214 
 20260527    14:05:38       0      2      1      0    100      0      0  10251   2670    210    213 
 20260527    14:05:39       0      2      1      0    100      0      0  10251   2670    198    213 
 20260527    14:05:40       0      2      1      0    100      0      0  10251   2670    206    233 
 20260527    14:05:41       0      2      1      0    100      0      0  10251   2670    197    192 
 20260527    14:05:42       0      2      1      0    100      0      0  10251   2670    194    240 
 20260527    14:05:43       0      2      1      1    100      0      0  10251   2670    191    212 
 20260527    14:05:44       0      2      1      0    100      0      0  10251   2670    207    212 
 20260527    14:05:46       0      2      1      1    100      0      0  10251   2670    184    212 
 20260527    14:05:47       0      2      1      0    100      0      0  10251   2670    183    215 
 20260527    14:05:48       0      2      1      0    100      0      0  10251   2670    547    215 
 20260527    14:05:49       0      2      1      0    100      0      0  10251   2670    186    224 
 20260527    14:05:50       0      2      1      1    100      0      0  10251   2670    213    194 
 20260527    14:05:51       0      3      1      0    100      0      0  10251   2670    179    212 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20260527    14:05:52       0      2      1      0    100      0      0  10251   2670    218    192 
 20260527    14:05:53       0      2      1      0    100      0      0  10251   2670    196    214 
 20260527    14:05:54       0      2      1      0    100      0      0  10251   2670    201    233 
 20260527    14:05:55       0      3      1      0    100      0      0  10251   2670    188    217 
 20260527    14:05:56       0      2      1      0    100      0      0  10251   2670    190    212 
 20260527    14:05:57       0      2      1      1    100      0      0  10251   2670    177    236 
 20260527    14:05:58       0      2      1      0    100      0      0  10251   2670    218    214 
 20260527    14:05:59       0      2      1      0    100      0      0  10251   2670    183    213 
 20260527    14:06:01       0      2      1      0    100      0      0  10251   2670    180    234 
 20260527    14:06:02       0      2      1      0    100      0      0  10251   2670    198    267 
 20260527    14:06:03       0      2      1      0    100      0      0  10251   2670    201    213 
 20260527    14:06:04       0      2      1      0    100      0      0  10251   2670    195    214 
 20260527    14:06:05       0      3      2      0    100      0      0  10251   2670    204    233 
 20260527    14:06:06       0      2      1      0    100      0      0  10251   2670    184    214 
 20260527    14:06:07       0      2      1      1    100      0      0  10251   2670    201    212 
 20260527    14:06:08       0      2      1      0    100      0      0  10251   2670    195    212 
 20260527    14:06:09       0      1      1      1    100      0      0  10251   2670    166    234 
 20260527    14:06:10       0      2      1      0    100      0      0  10251   2670    200    232 
 20260527    14:06:11       0      2      1      1    100      0      0  10251   2670    204    212 
 20260527    14:06:12       0      1      1      0    100      0      0  10251   2670    190    232 
 20260527    14:06:13       0      2      1      0    100      0      0  10251   2670    201    212 
 20260527    14:06:15       0      2      1      0    100      0      0  10251   2670    183    236 
 20260527    14:06:16       0      2      1      0    100      0      0  10251   2670    210    212 
 20260527    14:06:17       0      2      1      0    100      0      0  10251   2670    178    212 
 20260527    14:06:18       0      2      2      0    100      0      0  10251   2670     92    332 
 20260527    14:06:19       0      3      2      1    100      0      0  10251   2670    126    285 
 20260527    14:06:20       0      2      1      0    100      0      0  10251   2670    142    290 
 20260527    14:06:21       0      3      2      1    100      0      0  10251   2670    182    252 
 20260527    14:06:22       0      2      1      1    100      0      0  10251   2670    169    234 
 20260527    14:06:23       0      3      1      0    100      0      0  10251   2670    133    313 
 20260527    14:06:24       0      2      1      1    100      0      0  10251   2670    122    311 
 20260527    14:06:25       0      2      1      0    100      0      0  10251   2670    120    310 
 20260527    14:06:26       0      2      1      0    100      0      0  10251   2670    193    232 
 20260527    14:06:27       0      2      1      0    100      0      0  10251   2670    561    226 
 20260527    14:06:28       0      2      1      0    100      0      0  10251   2670    154    254 
 20260527    14:06:30       0      2      1      0    100      0      0  10251   2670    154    313 
 20260527    14:06:31       0      2      1      0    100      0      0  10251   2670    180    232 
 20260527    14:06:32       0      2      1      1    100      0      0  10251   2670    183    233 
 20260527    14:06:33       0      2      1      0    100      0      0  10251   2670    180    252 
 20260527    14:06:34       0      2      1      1    100      0      0  10251   2670    175    256 
 20260527    14:06:35       0      3      1      0    100      0      0  10251   2670    195    212 
 20260527    14:06:36       0      2      1      0    100      0      0  10251   2670    162    253 
 20260527    14:06:37       0      2      1      1    100      0      0  10251   2670    175    242 
 20260527    14:06:38       0      2      1      0    100      0      0  10251   2670    142    293 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20260527    14:06:39       0      3      1      0    100      0      0  10251   2670    170    232 
 20260527    14:06:40       0      2      1      1    100      0      0  10251   2670    211    211 
 20260527    14:06:41       0      2      1      0    100      0      0  10251   2670    184    265 
 20260527    14:06:42       0      2      1      0    100      0      0  10251   2670    163    232 
 20260527    14:06:44       0      2      1      0    100      0      0  10251   2670    199    232 
 20260527    14:06:45       0      2      1      1    100      0      0  10251   2670    160    253 
 20260527    14:06:46       0      2      1      1    100      0      0  10251   2670    177    231 
 20260527    14:06:47       0      3      2      0    100      0      0  10251   2670    118    239 
 20260527    14:06:48       0      2      1      0    100      0      0  10251   2670    180    233 
 20260527    14:06:49       0      2      1      1    100      0      0  10251   2670    189    211 
 20260527    14:06:50       0      2      1      1    100      0      0  10251   2670    173    234 
 20260527    14:06:51       0      3      1      0    100      0      0  10251   2670    200    233 
 20260527    14:06:52       0      2      1      0    100      0      0  10251   2670    161    269 
 20260527    14:06:53       0      2      1      0    100      0      0  10251   2670    162    271 
 20260527    14:06:54       0      2      1      0    100      0      0  10251   2670    193    235 
 20260527    14:06:55       0      2      1      0    100      0      0  10251   2670    170    267 
 20260527    14:06:56       0      2      1      1    100      0      0  10251   2670    163    238 
 20260527    14:06:57       0      2      1      0    100      0      0  10251   2670    159    231 
 20260527    14:06:59       0      2      1      0    100      0      0  10251   2670    174    253 
 20260527    14:07:00       0      2      1      0    100      0      0  10251   2670    224    255 
 20260527    14:07:01       0      2      1      1    100      0      0  10251   2670    171    235 
 20260527    14:07:02       0      2      1      1    100      0      0  10251   2670    155    254 
 20260527    14:07:03       0      3      2      0    100      0      0  10251   2670    172    234 
 20260527    14:07:04       0      2      1      0    100      0      0  10251   2670    173    231 
 20260527    14:07:05       0      2      1      0    100      0      0  10251   2670    190    232 
 20260527    14:07:06       0      2      1      1    100      0      0  10251   2670    183    234 
 20260527    14:07:07       0      3      2      0    100      0      0  10251   2670    286    295 
 20260527    14:07:08       0      2      1      0    100      0      0  10251   2670    156    275 
 20260527    14:07:09       0      2      1      1    100      0      0  10251   2670    165    238 
 20260527    14:07:10       0      2      1      0    100      0      0  10251   2670    172    211 
 20260527    14:07:11       0      2      1      0    100      0      0  10251   2670    195    232 
 20260527    14:07:13       0      2      1      0    100      0      0  10251   2670    165    251 
 20260527    14:07:14       0      2      1      0    100      0      0  10251   2670    194    252 
 20260527    14:07:15       0      2      1      0    100      0      0  10251   2670    187    254 
 20260527    14:07:16       0      2      1      1    100      0      0  10251   2670    155    274 
 20260527    14:07:17       0      2      1      0    100      0      0  10251   2670    169    242 
 20260527    14:07:18       0      2      1      0    100      0      0  10251   2670    181    256 
 20260527    14:07:19       0      3      1      0    100      0      0  10251   2670    161    234 
 20260527    14:07:20       0      2      2      0    100      0      0  10251   2670    162    271 
 20260527    14:07:21       0      2      1      0    100      0      0  10251   2670    632    214 
 20260527    14:07:22       0      2      1      0    100      0      0  10251   2670    194    234 
 20260527    14:07:23       0      2      1      0    100      0      0  10251   2670    146    254 
 20260527    14:07:24       0      2      1      0    100      0      0  10251   2670    165    234 
 20260527    14:07:25       0      2      1      1    100      0      0  10251   2670    191    232 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20260527    14:07:26       0      3      1      0    100      0      0  10251   2670    166    236 
 20260527    14:07:28       0      2      1      0    100      0      0  10251   2670    200    232 
 20260527    14:07:29       0      2      1      0    100      0      0  10251   2670    196    231 
 20260527    14:07:30       0      2      1      1    100      0      0  10251   2670    147    252 
 20260527    14:07:31       0      3      1      0    100      0      0  10251   2670    125    295 
 20260527    14:07:32       0      3      2      0    100      0      0  10251   2670    107    313 
 20260527    14:07:33       0      2      1      0    100      0      0  10251   2670    165    238 
 20260527    14:07:34       0      2      1      1    100      0      0  10251   2670    156    253 
 20260527    14:07:35       0      3      1      0    100      0      0  10251   2670    189    245 
 20260527    14:07:36       0      2      1      0    100      0      0  10251   2670    200    210 
 20260527    14:07:37       0      2      1      0    100      0      0  10251   2670    183    231 
 20260527    14:07:38       0      3      1      1    100      0      0  10251   2670    190    251 
 20260527    14:07:39       0      2      1      1    100      0      0  10251   2670    148    274 
 20260527    14:07:40       0      2      1      1    100      0      0  10251   2670    166    234 
 20260527    14:07:41       0      2      2      0    100      0      0  10251   2670    145    310 
 20260527    14:07:43       0      3      2      1    100      0      0  10251   2670    162    248 
 20260527    14:07:44       0      2      1      0    100      0      0  10251   2670    160    252 
 20260527    14:07:45       0      2      1      0    100      0      0  10251   2670    203    212 
 20260527    14:07:46       0      2      1      0    100      0      0  10251   2670    160    264 
 20260527    14:07:47       0      3      1      0    100      0      0  10251   2670    166    224 
 20260527    14:07:48       0      2      1      0    100      0      0  10251   2670    196    231 
 20260527    14:07:49       0      2      1      1    100      0      0  10251   2670    116    288 
 20260527    14:07:50       0      2      2      0    100      0      0  10251   2670    139    287 
 20260527    14:07:51       0      3      2      0    100      0      0  10251   2670    138    230 
 20260527    14:07:52       0      3      2      0    100      0      0  10251   2670     91    309 
 20260527    14:07:53       0      3      2      1    100      0      0  10251   2670    106    329 
 20260527    14:07:54       0      3      2      0    100      0      0  10251   2670     94    311 
 20260527    14:07:55       0      3      2      1    100      0      0  10251   2670    103    328 
 20260527    14:07:57       0      2      1      0    100      0      0  10251   2670    164    271 
 20260527    14:07:58       0      2      1      0    100      0      0  10251   2670     70    290 
 20260527    14:07:59       0      3      2      0    100      0      0  10251   2670    220    216 
 20260527    14:08:00       0      5      2      0    100      0      0  10251   2670    206    242 
 20260527    14:08:01       0      1      1      0    100      0      0  10251   2670    469    206 
 20260527    14:08:02       0      2      1      0    100      0      0  10251   2670    225    202 
 20260527    14:08:03       0      2      1      0    100      0      0  10251   2670    193    196 
 20260527    14:08:04       0      1      1      0    100      0      0  10251   2670    196    192 
 20260527    14:08:05       0      1      1      0    100      0      0  10251   2670    218    193 
 20260527    14:08:06       0      1      1      0    100      0      0  10251   2670    215    175 
 20260527    14:08:07       0      1      1      0    100      0      0  10251   2670    214    192 
 20260527    14:08:08       0      1      1      0    100      0      0  10251   2670    213    191 
 20260527    14:08:09       0      1      1      0    100      0      0  10251   2670    206    196 
 20260527    14:08:10       0      2      1      0    100      0      0  10251   2670    203    192 
 20260527    14:08:12       0      2      1      0    100      0      0  10251   2670    184    234 
 20260527    14:08:13       0      2      1      0    100      0      0  10251   2670    194    173 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20260527    14:08:14       0      1      1      0    100      0      0  10251   2670    206    194 
 20260527    14:08:15       0      2      1      0    100      0      0  10251   2670    265    267 
 20260527    14:08:16       0      1      1      1    100      0      0  10251   2670    210    172 
 20260527    14:08:17       0      1      1      1    100      0      0  10251   2670    188    193 
 20260527    14:08:18       0      1      1      0    100      0      0  10251   2670    195    192 
 20260527    14:08:19       0      2      1      0    100      0      0  10251   2670    191    177 
 20260527    14:08:20       0      2      1      0    100      0      0  10251   2670    205    193 
 20260527    14:08:21       0      2      1      0    100      0      0  10251   2670    225    192 
 20260527    14:08:22       0      2      1      0    100      0      0  10251   2670    200    192 
 20260527    14:08:23       0      2      1      0    100      0      0  10251   2670    192    212 
 20260527    14:08:24       0      2      1      0    100      0      0  10251   2670    106    241 
 20260527    14:08:25       0      1      1      1    100      0      0  10251   2670    183    195 
 20260527    14:08:27       0      2      1      1    100      0      0  10251   2670    207    174 
 20260527    14:08:28       0      2      1      1    100      0      0  10251   2670    207    193 
 20260527    14:08:29       0      2      1      0    100      0      0  10251   2670    210    205 
 20260527    14:08:30       0      1      1      0    100      0      0  10251   2670    204    174 
 20260527    14:08:31       0      2      1      0    100      0      0  10251   2670    212    194 
 20260527    14:08:32       0      1      1      0    100      0      0  10251   2670    239    194 
 20260527    14:08:33       0      1      1      0    100      0      0  10251   2670    195    214 
 20260527    14:08:34       0      1      1      0    100      0      0  10251   2670    193    232 
 20260527    14:08:35       0      2      1      1    100      0      0  10251   2670    215    192 
 20260527    14:08:36       0      1      1      0    100      0      0  10251   2670    208    171 
 20260527    14:08:37       0      1      1      0    100      0      0  10251   2670    216    173 
 20260527    14:08:38       0      2      1      0    100      0      0  10251   2670    210    197 
 20260527    14:08:39       0      1      1      0    100      0      0  10251   2670    217    173 
 20260527    14:08:41       0      1      1      0    100      0      0  10251   2670    450    193 
 20260527    14:08:42       0      2      1      0    100      0      0  10251   2670    200    206 
 20260527    14:08:43       0      2      1      1    100      0      0  10251   2670    213    193 
 20260527    14:08:44       0      2      2      1    100      0      0  10251   2670    170    193 
 20260527    14:08:45       0      1      1      1    100      0      0  10251   2670    209    195 
 20260527    14:08:46       0      1      1      0    100      0      0  10251   2670    210    174 
 20260527    14:08:47       0      2      1      0    100      0      0  10251   2670    199    194 
 20260527    14:08:48       0      2      1      0    100      0      0  10251   2670    230    173 
 20260527    14:08:49       0      1      1      0    100      0      0  10251   2670    220    195 
 20260527    14:08:50       0      1      1      0    100      0      0  10251   2670    199    194 
 20260527    14:08:51       0      2      1      0    100      0      0  10251   2670    174    234 
 20260527    14:08:52       0      2      1      0    100      0      0  10251   2670    228    173 
 20260527    14:08:53       0      1      1      0    100      0      0  10251   2670    226    186 
 20260527    14:08:54       0      2      1      0    100      0      0  10251   2670    630    207 
 20260527    14:08:56       0      2      1      0    100      0      0  10251   2670    232    194 
 20260527    14:08:57       0      1      1      0    100      0      0  10251   2670    198    194 
 20260527    14:08:58       0      2      1      0    100      0      0  10251   2670    215    174 
 20260527    14:08:59       0      2      1      0    100      0      0  10251   2670    236    194 
 20260527    14:09:00       0      4      2      0    100      0      0  10251   2670    219    185 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20260527    14:09:01       0      1      1      0    100      0      0  10251   2670    204    176 
 20260527    14:09:02       0      2      1      0    100      0      0  10251   2670    197    192 
 20260527    14:09:03       0      2      1      1    100      0      0  10251   2670    199    199 
 20260527    14:09:04       0      1      1      1    100      0      0  10251   2670    187    193 
 20260527    14:09:05       0      1      1      0    100      0      0  10251   2670    209    180 
 20260527    14:09:06       0      2      1      0    100      0      0  10251   2670    515    195 
 20260527    14:09:07       0      1      1      0    100      0      0  10251   2670    214    192 
 20260527    14:09:08       0      2      1      0    100      0      0  10251   2670    198    210 
 20260527    14:09:09       0      1      1      0    100      0      0  10251   2670    212    173 
 20260527    14:09:11       0      2      1      0    100      0      0  10251   2670    185    215 
 20260527    14:09:12       0      2      1      0    100      0      0  10251   2670    204    195 
 20260527    14:09:13       0      2      1      0    100      0      0  10251   2670    235    193 
 20260527    14:09:14       0      1      1      0    100      0      0  10251   2670    210    210 
 20260527    14:09:15       0      2      1      0    100      0      0  10251   2670    194    213 
 20260527    14:09:16       0      1      1      0    100      0      0  10251   2670    201    196 
 20260527    14:09:17       0      1      1      0    100      0      0  10251   2670    204    171 
 20260527    14:09:18       0      1      1      0    100      0      0  10251   2670    222    195 
 20260527    14:09:19       0      2      1      0    100      0      0  10251   2670    218    215 
 20260527    14:09:20       0      1      1      1    100      0      0  10251   2670    220    196 
 20260527    14:09:21       0      2      1      0    100      0      0  10251   2670    196    192 
 20260527    14:09:22       0      2      1      1    100      0      0  10251   2670    185    214 
 20260527    14:09:23       0      2      1      0    100      0      0  10251   2670    206    194 
 20260527    14:09:25       0      1      1      0    100      0      0  10251   2670    205    197 
 20260527    14:09:26       0      1      1      0    100      0      0  10251   2670    218    194 
 20260527    14:09:27       0      2      1      1    100      0      0  10251   2670    210    213 
 20260527    14:09:28       0      2      1      1    100      0      0  10251   2670    198    195 
 20260527    14:09:29       0      1      1      1    100      0      0  10251   2670    239    173 
 20260527    14:09:30       0      1      1      0    100      0      0  10251   2670    212    182 
 20260527    14:09:31       0      2      1      0    100      0      0  10251   2670    209    173 
 20260527    14:09:32       0      1      1      0    100      0      0  10251   2670    201    175 
 20260527    14:09:33       0      2      1      0    100      0      0  10251   2670    213    193 
 20260527    14:09:34       0      1      1      0    100      0      0  10251   2670    206    182 
 20260527    14:09:35       0      2      1      0    100      0      0  10251   2670    225    193 
 20260527    14:09:36       0      2      2      1    100      0      0  10251   2670    155    233 
 20260527    14:09:37       0      2      1      0    100      0      0  10251   2670    156    251 
 20260527    14:09:38       0      3      1      0    100      0      0  10251   2670    179    232 
 20260527    14:09:40       0      3      2      1    100      0      0  10251   2670     91    311 
 20260527    14:09:41       0      2      2      0    100      0      0  10251   2670      0      0 
 20260527    14:09:42       0      0      1      0      0      0      0  10501   2670      0      1 
 20260527    14:09:43       0      1      7      0      0      0      0    810    540      0      1 
 20260527    14:09:44       0      0      7      0      0      0      0    810    345      6      0 
 20260527    14:09:45       0      0      1      0      0      0      0  10251   2520      5      1 
 20260527    14:09:46       0      0      1      0      0      0      0  10251   2520      0      1 
 20260527    14:09:47       0      0      1      0      0      0      0  10251   2520      0      2 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20260527    14:09:48       0      0      1      0      0      0      0  10251   2520      0      0 
 20260527    14:09:49       0      0      1      0      0      0      0  10251   2520      0      0 
 20260527    14:09:50       0      1      1      0      0      0      0  10251   2520      0      2 
 20260527    14:09:51       0      0      7      0      0      0      0    810    360      0      0 
 20260527    14:09:52       0      0      7      0      0      0      0    810    225      0      0 
 20260527    14:09:53       0      1     14      0      0      0      0    405    210      0      0 
 20260527    14:09:55       0      2     14      0      0      0      0    405    210      1      0 
 20260527    14:09:56       0      1     14      0      0      0      0    405    210      0      1 
 20260527    14:09:57       0      1     15      0      0      0      0    405    210      0      5 
 20260527    14:09:58       0      0     14      0      0      0      0    405    210      0      0 
 20260527    14:09:59       0      3     14      0      0      0      0    405    210      0      0 
 20260527    14:10:00       0     13     14      0      0      0      0    405    210     14      2 
 20260527    14:10:01       0      0      9      0      0      0      0    405    210      0      0 
 20260527    14:10:02       0      1     10      0      0      0      0    405    210      2      0 
 20260527    14:10:03       0      3     10      0      0      0      0    405    210     11      0 
 20260527    14:10:04       0      0     10      0      0      0      0    405    210      0      0 
 20260527    14:10:05       0      0     10      0      0      0      0    405    210      3      0 
 20260527    14:10:06       0      3     12      0      0      0      0    405    210      5      0 
 20260527    14:10:07       0      1     12      0      0      0      0    405    210      0      1 
 20260527    14:10:08       0      1     12      0      0      0      0    405    210      0      0 
 20260527    14:10:09       0      0     12      0      0      0      0    405    210      0      0 
 20260527    14:10:11       0      2     12      0      0      0      0    405    210      1      0 
 20260527    14:10:12       0      1     12      0      0      0      0    405    210      0      0 
 20260527    14:10:13       0      1     12      0      0      0      0    405    210      0      1 
 20260527    14:10:14       0      0     12      0      0      0      0    405    210      0      0 
 20260527    14:10:15       0      3     12      0      0      0      0    405    210      0      0 
 20260527    14:10:16       0      1     12      0      0      0      0    405    210      0      0 
 20260527    14:10:17       0      0     13      0      0      0      0    405    210      0      1 
 20260527    14:10:18       0      0     13      0      0      0      0    405    210      0      0 
 20260527    14:10:19       0      3     13      0      0      0      0    405    210    273      8 
 20260527    14:10:20       0      0     13      0      0      0      0    405    210      0      0 
 20260527    14:10:21       0      0     13      0      0      0      0    405    210      0      0 
 20260527    14:10:22       0      2     14      0      0      0      0    405    210      4      0 
 20260527    14:10:23       0      1     13      0      0      0      0    405    210      0      0 
 20260527    14:10:24       0      1     13      0      0      0      0    405    210      4      0 
 20260527    14:10:26       0      1     13      0      0      0      0    405    210      0      0 
 20260527    14:10:27       0      2     13      0      0      0      0    405    210      5      0 
 20260527    14:10:28       0      1     13      0      0      0      0    405    210      0      0 
 20260527    14:10:29       0      1     13      0      0      0      0    405    210      0      0 
 20260527    14:10:30       0      0     13      0      0      0      0    405    210      3      0 
 20260527    14:10:31       0      2     13      0      0      0      0    405    210      0      7 
 20260527    14:10:32       0      1     13      0      0      0      0    405    210      0      0 
 20260527    14:10:33       0      0     13      0      0      0      0    405    210      0      0 
 20260527    14:10:34       0      0     13      0      0      0      0    405    210     13      0 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa   mclk   pclk  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %    MHz    MHz   MB/s   MB/s 
 20260527    14:10:35       0      3     13      0      0      0      0    405    210      3      0 
 20260527    14:10:36       0      0     13      0      0      0      0    405    210      0      0 
 20260527    14:10:37       0      0     13      0      0      0      0    405    210      0      0 
 20260527    14:10:38       0      2     14      0      0      0      0    405    210      1      0 
 20260527    14:10:39       0      1     14      0      0      0      0    405    210      3      0 
 20260527    14:10:41       0      0     14      0      0      0      0    405    210      4      0 
 20260527    14:10:42       0      0     14      0      0      0      0    405    210      4      0 
 20260527    14:10:43       0      2     14      0      0      0      0    405    210      1      0 
 20260527    14:10:44       0      1     14      0      0      0      0    405    210      0      0 
 20260527    14:10:45       0      0     14      0      0      0      0    405    210      0      0 
 20260527    14:10:46       0      0     13      0      0      0      0    405    210      0      0 
 20260527    14:10:47       0      2     13      0      0      0      0    405    210      0      0 
 20260527    14:10:48       0      1     13      0      0      0      0    405    210      2      0 
